Species,lwa_m,lwa_sd,lwb_m,lwb_sd
Lethrinus borbonicus,0.0153158141580721,0.00422504170030557,3.00495268289045,0.0580977006877081
Pseudanthias taeniatus,0.0103484286800405,0.00745080337467304,3.09418559793225,0.10514444360921
Chrysiptera hemicyanea,0.01514,0.00920918367346939,2.99,0.0969387755102041
Abalistes stellatus,0.0257,0.013765306122449,2.94,0.086734693877551
Choerodon cephalotes,0.01288,0.00823979591836735,3.05,0.0969387755102043
Chaetodontoplus personifer,0.03236,0.019530612244898,2.88,0.0918367346938776
Lethrinus genivittatus,0.01318,0.00376020408163265,2.98,0.0663265306122448
Epibulus brevis,0.00389,0.00231122448979592,3.12,0.0918367346938774
Bodianus dictynna,0.01202,0.00713775510204082,3.05,0.0918367346938776
Chromis elerae,0.01514,0.00920918367346939,2.99,0.0969387755102041
Lutjanus erythropterus,0.01514,0.00686734693877551,2.97,0.0765306122448979
Lethrinus miniatus,0.0138,0.00354591836734694,3,0.0612244897959184
Chelmonops truncatus,0.02188,0.0117142857142857,3.02,0.086734693877551
Genicanthus melanospilos,0.03236,0.019530612244898,2.88,0.0918367346938776
Siganus canaliculatus,0.01549,0.00198979591836735,2.97,0.0255102040816326
Chaetodon wiebeli,0.02291,0.0118367346938776,3.01,0.0867346938775512
Halichoeres cyanocephalus,0.01,0.00578571428571429,3.08,0.086734693877551
Cirrhilabrus beauperryi,0.0166,0.0106071428571429,2.95,0.10204081632653
Parma microlepis,0.02239,0.0125204081632653,2.99,0.086734693877551
Pseudocoris heteroptera,0.01,0.00559183673469388,3.06,0.086734693877551
Naso mcdadei,0.01995,0.0126530612244898,3,0.0918367346938776
Centropyge acanthops,0.03236,0.019530612244898,2.88,0.0918367346938776
